     1 , 4090559.00
     2 , 4088121.50
     3 , 4059847.75
     4 , 4175568.25
     5 , 3965538.50
     6 , 3970774.50
     7 , 3991648.25
     8 , 3848631.25
     9 , 3646264.00
    10 , 3546156.00
    11 , 3411586.75
    12 , 3425829.75
    13 , 3177035.50
    14 , 2888770.50
    15 , 2895267.00
    16 , 2682367.50
    17 , 2395846.75
    18 , 2246577.75
    19 , 2065789.25
    20 , 1822712.62
    21 , 1527517.00
    22 , 1497144.88
    23 , 1409596.12
    24 , 1119628.88
    25 ,  801621.56
    26 ,  660560.44
    27 ,  423646.84
    28 ,  215274.03
    29 ,  -58158.85
    30 , -325295.12
    31 , -585582.00
    32 , -688644.88
    33 , -1024264.38
    34 , -1188324.88
    35 , -1421303.38
    36 , -1514069.88
    37 , -1808268.12
    38 , -2074621.12
    39 , -2490423.50
    40 , -2423202.00
    41 , -2634727.50
    42 , -2767188.00
    43 , -3068245.50
    44 , -3241912.50
    45 , -3370495.75
    46 , -3310782.75
    47 , -3415612.00
    48 , -3758024.00
    49 , -3889186.50
    50 , -3812828.25
    51 , -3814365.50
    52 , -4014327.00
    53 , -4057744.50
    54 , -4205653.50
    55 , -4020891.25
    56 , -4130310.75
    57 , -4209108.00
    58 , -4150883.50
    59 , -4220527.00
    60 , -4177055.50
    61 , -4264220.50
    62 , -4145647.50
    63 , -4047926.25
    64 , -3978169.00
    65 , -3652669.00
    66 , -3725640.00
    67 , -3464971.00
    68 , -3560969.25
    69 , -3268752.50
    70 , -3141810.25
    71 , -3067934.75
    72 , -2879300.50
    73 , -2713698.75
    74 , -2601558.50
    75 , -2590870.25
    76 , -2220978.25
    77 , -1981946.38
    78 , -1700150.62
    79 , -1564659.75
    80 , -1411116.38
    81 , -1103206.88
    82 , -1030507.12
    83 , -829906.38
    84 , -391774.84
    85 , -341666.59
    86 ,  -75185.62
    87 ,  127120.50
    88 ,  269135.88
    89 ,  821948.56
    90 ,  872543.19
    91 , 1096202.00
    92 , 1401926.62
    93 , 1583727.62
    94 , 1827223.62
    95 , 2032916.75
    96 , 2027184.50
    97 , 2343860.00
    98 , 2443436.25
    99 , 2722346.00
   100 , 2827344.50
   101 , 3161150.75
   102 , 3261702.00
   103 , 3364067.75
   104 , 3375839.00
   105 , 3607832.25
   106 , 3668877.00
   107 , 3881592.00
   108 , 3964461.75
   109 , 3829462.00
   110 , 4113325.25
   111 , 4067426.25
   112 , 4067852.75
   113 , 4099632.75
   114 , 4242102.50
   115 , 4152725.50
   116 , 4174262.25
   117 , 4279097.00
   118 , 4331378.00
   119 , 4091831.75
   120 , 4220411.00
   121 , 3811184.00
   122 , 3874788.00
   123 , 3896770.50
   124 , 3721155.50
   125 , 3441946.50
   126 , 3576958.25
   127 , 3201002.25
   128 , 3243691.75
   129 , 3087994.75
   130 , 2846264.25
   131 , 2909332.75
   132 , 2574515.25
   133 , 2281740.75
   134 , 2010139.75
   135 , 1982619.12
   136 , 1823152.88
   137 , 1382002.62
   138 , 1307086.62
   139 , 1002234.25
   140 ,  982366.50
   141 ,  802637.56
   142 ,  441928.94
   143 ,   87451.26
   144 ,  -94675.51
   145 , -351651.59
   146 , -518750.22
   147 , -557501.94
   148 , -1024669.25
   149 , -1216493.25
   150 , -1608961.50
   151 , -1654979.12
   152 , -1915904.88
   153 , -2045463.50
   154 , -2280838.50
   155 , -2464207.75
   156 , -2610791.75
   157 , -2734512.00
   158 , -3029669.75
   159 , -2921238.75
   160 , -3201321.50
   161 , -3353848.25
   162 , -3344451.50
   163 , -3487021.50
   164 , -3719070.50
   165 , -3926262.75
   166 , -3938685.75
   167 , -3851878.00
   168 , -4120571.75
   169 , -3880800.25
   170 , -4181805.00
   171 , -4294672.50
   172 , -4358752.00
   173 , -4190422.50
   174 , -4114279.00
   175 , -4155925.75
   176 , -3959550.00
   177 , -4173275.25
   178 , -4126689.25
   179 , -3727637.00
   180 , -3920531.25
   181 , -3726422.25
   182 , -3658715.00
   183 , -3392436.75
   184 , -3434175.25
   185 , -3272882.50
   186 , -3187400.25
   187 , -2980106.75
   188 , -2859629.00
   189 , -2674100.75
   190 , -2290578.00
   191 , -2242398.00
   192 , -1968318.62
   193 , -1862207.38
   194 , -1560937.62
   195 , -1521330.88
   196 , -1103232.25
   197 , -828971.31
   198 , -589394.31
   199 , -578478.56
   200 , -211727.00
   201 , -183721.80
   202 ,  162656.17
   203 ,  450580.03
   204 ,  554236.06
   205 ,  602500.44
   206 , 1106908.75
   207 , 1397547.12
   208 , 1398481.00
   209 , 1749451.50
   210 , 1876417.62
   211 , 1913285.25
   212 , 2428680.00
   213 , 2675128.50
   214 , 2648632.50
   215 , 2979076.50
   216 , 3017110.75
   217 , 3162242.00
   218 , 3366037.00
   219 , 3380075.00
   220 , 3586491.25
   221 , 3696124.75
   222 , 3764152.75
   223 , 3937907.50
   224 , 3971591.50
   225 , 4047503.25
   226 , 4154571.75
   227 , 4097493.50
   228 , 4188021.75
   229 , 4056609.25
   230 , 4122456.75
   231 , 3983921.75
   232 , 4192611.00
   233 , 4223605.00
   234 , 4118293.00
   235 , 3912094.25
   236 , 4035784.50
   237 , 3854138.25
   238 , 3613827.75
   239 , 3741905.50
   240 , 3565535.25
   241 , 3166174.50
   242 , 3388065.25
   243 , 3168749.25
   244 , 2928434.75
   245 , 2918791.25
   246 , 2586962.75
   247 , 2399806.00
   248 , 2235421.75
   249 , 2146454.50
   250 , 1843791.25
   251 , 1887437.50
   252 , 1515058.50
   253 , 1322008.38
   254 , 1138229.50
   255 ,  777096.19
